"Town","FIPS","Year","Allegation Type","Report Status","Measure Type","Variable","Value"
"Coventry","0901317800",2011,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2011,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2011,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2011,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",21
"Coventry","0901317800",2011,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2011,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2011,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",116
"Coventry","0901317800",2011,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",20
"Coventry","0901317800",2011,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",17.24
"Coventry","0901317800",2011,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2011,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2011,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2012,"All","Alleged","Number","Child Abuse and Neglect",181
"Coventry","0901317800",2012,"All","Substantiated","Number","Child Abuse and Neglect",25
"Coventry","0901317800",2012,"All","Substantiated","Rate","Child Abuse and Neglect",13.81
"Coventry","0901317800",2012,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2012,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2012,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2012,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2012,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2012,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2012,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",27
"Coventry","0901317800",2012,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2012,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2012,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2012,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2012,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2012,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2012,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2012,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2012,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",26
"Coventry","0901317800",2012,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2012,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2012,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",107
"Coventry","0901317800",2012,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",15
"Coventry","0901317800",2012,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",14.02
"Coventry","0901317800",2012,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2012,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2012,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2013,"All","Alleged","Number","Child Abuse and Neglect",199
"Coventry","0901317800",2013,"All","Substantiated","Number","Child Abuse and Neglect",43
"Coventry","0901317800",2013,"All","Substantiated","Rate","Child Abuse and Neglect",21.61
"Coventry","0901317800",2013,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2013,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2013,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2013,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2013,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2013,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2013,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",46
"Coventry","0901317800",2013,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",17
"Coventry","0901317800",2013,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",36.96
"Coventry","0901317800",2013,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2013,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2013,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2013,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2013,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2013,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2013,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",17
"Coventry","0901317800",2013,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2013,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2013,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",118
"Coventry","0901317800",2013,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",22
"Coventry","0901317800",2013,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",18.64
"Coventry","0901317800",2013,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2013,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2013,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2014,"All","Alleged","Number","Child Abuse and Neglect",213
"Coventry","0901317800",2014,"All","Substantiated","Number","Child Abuse and Neglect",53
"Coventry","0901317800",2014,"All","Substantiated","Rate","Child Abuse and Neglect",24.88
"Coventry","0901317800",2014,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2014,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2014,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2014,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2014,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2014,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2014,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",61
"Coventry","0901317800",2014,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",22
"Coventry","0901317800",2014,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",36.07
"Coventry","0901317800",2014,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2014,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2014,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2014,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2014,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2014,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2014,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",16
"Coventry","0901317800",2014,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2014,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2014,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",121
"Coventry","0901317800",2014,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",26
"Coventry","0901317800",2014,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",21.49
"Coventry","0901317800",2014,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2014,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2014,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2015,"All","Alleged","Number","Child Abuse and Neglect",146
"Coventry","0901317800",2015,"All","Substantiated","Number","Child Abuse and Neglect",33
"Coventry","0901317800",2015,"All","Substantiated","Rate","Child Abuse and Neglect",22.6
"Coventry","0901317800",2015,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2015,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2015,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2015,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2015,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2015,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2015,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",33
"Coventry","0901317800",2015,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",14
"Coventry","0901317800",2015,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",42.42
"Coventry","0901317800",2015,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2015,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2015,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2015,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2015,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2015,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2015,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2015,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2015,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2015,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",95
"Coventry","0901317800",2015,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",18
"Coventry","0901317800",2015,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",18.95
"Coventry","0901317800",2015,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2015,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2015,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2016,"All","Alleged","Number","Child Abuse and Neglect",199
"Coventry","0901317800",2016,"All","Substantiated","Number","Child Abuse and Neglect",42
"Coventry","0901317800",2016,"All","Substantiated","Rate","Child Abuse and Neglect",21.11
"Coventry","0901317800",2016,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2016,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2016,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2016,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2016,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2016,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2016,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",39
"Coventry","0901317800",2016,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2016,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2016,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2016,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2016,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2016,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2016,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2016,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2016,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",13
"Coventry","0901317800",2016,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2016,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2016,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",127
"Coventry","0901317800",2016,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",22
"Coventry","0901317800",2016,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",17.32
"Coventry","0901317800",2016,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2016,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2016,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2017,"All","Alleged","Number","Child Abuse and Neglect",191
"Coventry","0901317800",2017,"All","Substantiated","Number","Child Abuse and Neglect",45
"Coventry","0901317800",2017,"All","Substantiated","Rate","Child Abuse and Neglect",23.56
"Coventry","0901317800",2017,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2017,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2017,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2017,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2017,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2017,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2017,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",39
"Coventry","0901317800",2017,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",14
"Coventry","0901317800",2017,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",35.9
"Coventry","0901317800",2017,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2017,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2017,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2017,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2017,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2017,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2017,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",17
"Coventry","0901317800",2017,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2017,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Coventry","0901317800",2017,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",122
"Coventry","0901317800",2017,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",29
"Coventry","0901317800",2017,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",23.77
"Coventry","0901317800",2017,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2017,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Coventry","0901317800",2017,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2011,"All","Alleged","Number","Child Abuse and Neglect",141
"Cromwell","0900718080",2011,"All","Substantiated","Number","Child Abuse and Neglect",21
"Cromwell","0900718080",2011,"All","Substantiated","Rate","Child Abuse and Neglect",14.89
"Cromwell","0900718080",2011,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2011,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2011,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2011,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2011,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2011,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2011,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",27
"Cromwell","0900718080",2011,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2011,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2011,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2011,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2011,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2011,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2011,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2011,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2011,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",24
"Cromwell","0900718080",2011,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2011,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2011,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",71
"Cromwell","0900718080",2011,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",12
"Cromwell","0900718080",2011,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",16.9
"Cromwell","0900718080",2011,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2011,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2011,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2012,"All","Alleged","Number","Child Abuse and Neglect",173
"Cromwell","0900718080",2012,"All","Substantiated","Number","Child Abuse and Neglect",11
"Cromwell","0900718080",2012,"All","Substantiated","Rate","Child Abuse and Neglect",6.36
"Cromwell","0900718080",2012,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2012,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2012,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2012,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2012,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2012,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2012,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",30
"Cromwell","0900718080",2012,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2012,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2012,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2012,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2012,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2012,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2012,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2012,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2012,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",28
"Cromwell","0900718080",2012,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2012,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2012,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",101
"Cromwell","0900718080",2012,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2012,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2012,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2012,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2012,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2013,"All","Alleged","Number","Child Abuse and Neglect",245
"Cromwell","0900718080",2013,"All","Substantiated","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2013,"All","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2013,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2013,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2013,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2013,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2013,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2013,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2013,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",65
"Cromwell","0900718080",2013,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2013,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2013,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2013,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2013,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2013,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2013,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2013,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2013,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",23
"Cromwell","0900718080",2013,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2013,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2013,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",133
"Cromwell","0900718080",2013,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2013,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2013,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2013,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2013,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2014,"All","Alleged","Number","Child Abuse and Neglect",232
"Cromwell","0900718080",2014,"All","Substantiated","Number","Child Abuse and Neglect",16
"Cromwell","0900718080",2014,"All","Substantiated","Rate","Child Abuse and Neglect",6.9
"Cromwell","0900718080",2014,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2014,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2014,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2014,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2014,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2014,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2014,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",38
"Cromwell","0900718080",2014,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2014,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2014,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2014,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2014,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2014,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2014,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2014,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2014,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",41
"Cromwell","0900718080",2014,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2014,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2014,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",135
"Cromwell","0900718080",2014,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",11
"Cromwell","0900718080",2014,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",8.15
"Cromwell","0900718080",2014,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2014,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2014,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2015,"All","Alleged","Number","Child Abuse and Neglect",178
"Cromwell","0900718080",2015,"All","Substantiated","Number","Child Abuse and Neglect",25
"Cromwell","0900718080",2015,"All","Substantiated","Rate","Child Abuse and Neglect",14.04
"Cromwell","0900718080",2015,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2015,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2015,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2015,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2015,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2015,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2015,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",27
"Cromwell","0900718080",2015,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2015,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Cromwell","0900718080",2015,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999
